investor_id,total_sips,avg_gap_days,max_gap_days,status
INV001274,7,73.33333333333333,161.0,High Risk / Stopped
INV001275,7,66.66666666666667,140.0,High Risk / Stopped
INV001276,3,158.0,226.0,High Risk / Stopped
INV001277,2,420.0,420.0,High Risk / Stopped
INV001279,4,160.33333333333334,417.0,High Risk / Stopped
INV001280,2,8.0,8.0,Irregular
INV001281,4,148.0,323.0,High Risk / Stopped
INV001282,6,67.0,196.0,High Risk / Stopped
INV001284,5,73.5,228.0,High Risk / Stopped
INV001285,1,,,Irregular
INV001286,3,20.0,26.0,Irregular
INV001287,6,92.2,157.0,High Risk / Stopped
INV001288,7,45.666666666666664,148.0,Irregular
INV001289,3,171.0,221.0,High Risk / Stopped
INV001290,2,294.0,294.0,High Risk / Stopped
INV001291,6,76.2,181.0,High Risk / Stopped
INV001292,2,116.0,116.0,High Risk / Stopped
INV001294,1,,,Irregular
INV001295,9,50.75,165.0,Irregular
INV001296,1,,,Irregular
INV001297,2,247.0,247.0,High Risk / Stopped
INV001298,7,71.83333333333333,158.0,High Risk / Stopped
INV001299,9,51.25,121.0,Irregular
INV001300,3,98.0,115.0,High Risk / Stopped
INV001301,1,,,Irregular
INV001302,1,,,Irregular
INV001304,6,97.6,177.0,High Risk / Stopped
INV001305,2,42.0,42.0,Irregular
INV001306,2,92.0,92.0,High Risk / Stopped
INV001307,2,304.0,304.0,High Risk / Stopped
INV001308,9,54.625,147.0,Irregular
INV001309,1,,,Irregular
INV001310,6,81.2,232.0,High Risk / Stopped
INV001311,4,151.33333333333334,192.0,High Risk / Stopped
INV001312,4,76.0,130.0,High Risk / Stopped
INV001313,1,,,Irregular
INV001314,10,50.44444444444444,130.0,Irregular
INV001315,7,51.833333333333336,124.0,Irregular
INV001316,6,92.4,198.0,High Risk / Stopped
INV001317,6,84.8,162.0,High Risk / Stopped
INV001318,10,46.22222222222222,150.0,Irregular
INV001319,4,45.333333333333336,76.0,Irregular
INV001320,5,61.5,94.0,High Risk / Stopped
INV001321,5,81.5,123.0,High Risk / Stopped
INV001322,3,145.0,149.0,High Risk / Stopped
INV001323,1,,,Irregular
INV001324,1,,,Irregular
INV001325,4,165.0,437.0,High Risk / Stopped
INV001326,8,69.42857142857143,182.0,High Risk / Stopped
INV001327,1,,,Irregular
INV001328,2,71.0,71.0,High Risk / Stopped
INV001329,6,68.2,97.0,High Risk / Stopped
INV001330,3,107.0,164.0,High Risk / Stopped
INV001331,6,94.2,202.0,High Risk / Stopped
INV001332,7,80.0,179.0,High Risk / Stopped
INV001333,7,78.66666666666667,185.0,High Risk / Stopped
INV001334,5,101.0,159.0,High Risk / Stopped
INV001335,1,,,Irregular
INV001336,8,65.85714285714286,198.0,High Risk / Stopped
INV001337,4,81.33333333333333,167.0,High Risk / Stopped
INV001338,1,,,Irregular
INV001339,1,,,Irregular
INV001340,1,,,Irregular
INV001341,3,155.0,202.0,High Risk / Stopped
INV001342,5,106.75,261.0,High Risk / Stopped
INV001343,4,93.33333333333333,159.0,High Risk / Stopped
INV001344,1,,,Irregular
INV001345,4,117.0,269.0,High Risk / Stopped
INV001346,5,63.5,137.0,High Risk / Stopped
INV001347,2,265.0,265.0,High Risk / Stopped
INV001348,7,47.833333333333336,121.0,Irregular
INV001349,1,,,Irregular
INV001350,2,411.0,411.0,High Risk / Stopped
INV001351,7,70.5,208.0,High Risk / Stopped
INV001352,4,23.333333333333332,34.0,Irregular
INV001353,5,73.0,134.0,High Risk / Stopped
INV001354,4,131.33333333333334,327.0,High Risk / Stopped
INV001355,6,60.2,187.0,High Risk / Stopped
INV001356,6,79.2,191.0,High Risk / Stopped
INV001357,4,53.333333333333336,133.0,Irregular
INV001358,1,,,Irregular
INV001359,7,72.5,313.0,High Risk / Stopped
INV001360,1,,,Irregular
INV001361,7,50.5,103.0,Irregular
INV001362,3,29.5,37.0,Irregular
INV001363,5,76.0,217.0,High Risk / Stopped
INV001365,3,50.5,100.0,Irregular
INV001366,5,88.25,181.0,High Risk / Stopped
INV001367,6,99.0,222.0,High Risk / Stopped
INV001368,1,,,Irregular
INV001369,4,106.0,222.0,High Risk / Stopped
INV001370,5,102.75,164.0,High Risk / Stopped
INV001371,1,,,Irregular
INV001372,3,180.5,199.0,High Risk / Stopped
INV001373,2,154.0,154.0,High Risk / Stopped
INV001374,2,33.0,33.0,Irregular
INV001375,7,78.5,176.0,High Risk / Stopped
INV001376,7,78.66666666666667,181.0,High Risk / Stopped
INV001377,4,44.666666666666664,103.0,Irregular
INV001378,1,,,Irregular
INV001379,4,50.0,74.0,Irregular
INV001380,1,,,Irregular
INV001382,3,151.5,292.0,High Risk / Stopped
INV001383,8,56.142857142857146,117.0,Irregular
INV001384,4,115.66666666666667,173.0,High Risk / Stopped
INV001385,3,236.5,305.0,High Risk / Stopped
INV001386,2,201.0,201.0,High Risk / Stopped
INV001387,9,57.25,130.0,Irregular
INV001388,2,262.0,262.0,High Risk / Stopped
INV001389,1,,,Irregular
INV001390,3,205.0,400.0,High Risk / Stopped
INV001391,4,87.33333333333333,114.0,High Risk / Stopped
INV001392,4,50.333333333333336,108.0,Irregular
INV001393,2,208.0,208.0,High Risk / Stopped
INV001394,8,63.57142857142857,171.0,High Risk / Stopped
INV001395,4,130.66666666666666,197.0,High Risk / Stopped
INV001396,2,122.0,122.0,High Risk / Stopped
INV001397,5,117.25,230.0,High Risk / Stopped
INV001398,4,144.0,301.0,High Risk / Stopped
INV001399,4,71.33333333333333,135.0,High Risk / Stopped
INV001400,6,76.8,266.0,High Risk / Stopped
INV001401,6,68.6,197.0,High Risk / Stopped
INV001402,4,141.33333333333334,328.0,High Risk / Stopped
INV001403,1,,,Irregular
INV001404,2,201.0,201.0,High Risk / Stopped
INV001405,4,130.33333333333334,288.0,High Risk / Stopped
INV001406,10,47.666666666666664,202.0,Irregular
INV001407,6,45.2,141.0,Irregular
INV001408,2,46.0,46.0,Irregular
INV001409,5,48.5,70.0,Irregular
INV001410,4,131.33333333333334,164.0,High Risk / Stopped
INV001411,5,114.0,273.0,High Risk / Stopped
INV001412,2,141.0,141.0,High Risk / Stopped
INV001413,5,80.0,125.0,High Risk / Stopped
INV001414,1,,,Irregular
INV001415,8,68.14285714285714,173.0,High Risk / Stopped
INV001416,2,303.0,303.0,High Risk / Stopped
INV001417,1,,,Irregular
INV001418,6,88.6,187.0,High Risk / Stopped
INV001419,6,85.8,137.0,High Risk / Stopped
INV001420,2,272.0,272.0,High Risk / Stopped
INV001421,5,108.75,164.0,High Risk / Stopped
INV001422,4,33.0,43.0,Irregular
INV001423,8,48.57142857142857,105.0,Irregular
INV001424,4,155.0,231.0,High Risk / Stopped
INV001425,2,445.0,445.0,High Risk / Stopped
INV001426,1,,,Irregular
INV001427,1,,,Irregular
INV001428,6,79.4,174.0,High Risk / Stopped
INV001429,1,,,Irregular
INV001430,1,,,Irregular
INV001431,3,49.5,98.0,Irregular
INV001432,6,71.4,175.0,High Risk / Stopped
INV001433,3,71.5,112.0,High Risk / Stopped
INV001434,6,80.6,178.0,High Risk / Stopped
INV001435,2,36.0,36.0,Irregular
INV001436,2,37.0,37.0,Irregular
INV001437,1,,,Irregular
INV001438,1,,,Irregular
INV001439,3,169.0,224.0,High Risk / Stopped
INV001440,2,226.0,226.0,High Risk / Stopped
INV001441,2,60.0,60.0,Irregular
INV001442,9,57.125,238.0,Irregular
INV001443,3,104.0,126.0,High Risk / Stopped
INV001444,3,54.0,54.0,Irregular
INV001445,4,66.33333333333333,78.0,High Risk / Stopped
INV001446,2,139.0,139.0,High Risk / Stopped
INV001447,3,165.5,257.0,High Risk / Stopped
INV001448,2,96.0,96.0,High Risk / Stopped
INV001449,4,65.0,126.0,High Risk / Stopped
INV001450,3,71.0,73.0,High Risk / Stopped
INV001451,1,,,Irregular
INV001452,3,40.5,78.0,Irregular
INV001453,3,148.0,157.0,High Risk / Stopped
INV001454,7,73.0,176.0,High Risk / Stopped
INV001455,8,64.71428571428571,153.0,High Risk / Stopped
INV001456,5,104.75,200.0,High Risk / Stopped
INV001457,6,43.8,63.0,Irregular
INV001458,7,59.833333333333336,101.0,Irregular
INV001459,1,,,Irregular
INV001460,4,77.0,154.0,High Risk / Stopped
INV001461,2,43.0,43.0,Irregular
INV001462,5,80.0,209.0,High Risk / Stopped
INV001463,2,71.0,71.0,High Risk / Stopped
INV001464,1,,,Irregular
INV001465,3,145.5,273.0,High Risk / Stopped
INV001466,6,44.6,82.0,Irregular
INV001467,5,94.25,321.0,High Risk / Stopped
INV001468,2,6.0,6.0,Irregular
INV001469,1,,,Irregular
INV001470,3,217.0,299.0,High Risk / Stopped
INV001472,6,79.0,141.0,High Risk / Stopped
INV001473,3,232.5,431.0,High Risk / Stopped
INV001474,1,,,Irregular
INV001475,3,98.5,131.0,High Risk / Stopped
INV001476,4,134.66666666666666,367.0,High Risk / Stopped
INV001477,1,,,Irregular
INV001478,4,159.33333333333334,200.0,High Risk / Stopped
INV001479,2,204.0,204.0,High Risk / Stopped
INV001480,4,95.66666666666667,172.0,High Risk / Stopped
INV001481,5,74.75,241.0,High Risk / Stopped
INV001482,6,80.6,280.0,High Risk / Stopped
INV001483,5,95.75,179.0,High Risk / Stopped
INV001484,2,18.0,18.0,Irregular
INV001485,9,55.0,150.0,Irregular
INV001486,1,,,Irregular
INV001487,3,91.0,112.0,High Risk / Stopped
INV001488,3,158.0,298.0,High Risk / Stopped
INV001489,4,114.0,162.0,High Risk / Stopped
INV001491,6,98.8,260.0,High Risk / Stopped
INV001492,3,154.5,208.0,High Risk / Stopped
INV001494,3,221.5,254.0,High Risk / Stopped
INV001495,2,16.0,16.0,Irregular
INV001496,5,94.5,165.0,High Risk / Stopped
INV001497,9,63.0,138.0,High Risk / Stopped
INV001498,1,,,Irregular
INV001499,3,122.5,126.0,High Risk / Stopped
INV001500,3,107.5,112.0,High Risk / Stopped
INV001501,3,139.5,226.0,High Risk / Stopped
INV001502,1,,,Irregular
INV001503,4,74.66666666666667,144.0,High Risk / Stopped
INV001504,9,54.25,134.0,Irregular
INV001505,2,296.0,296.0,High Risk / Stopped
INV001506,3,119.0,237.0,High Risk / Stopped
INV001507,6,86.2,167.0,High Risk / Stopped
INV001508,3,205.5,373.0,High Risk / Stopped
INV001509,1,,,Irregular
INV001510,7,66.83333333333333,124.0,High Risk / Stopped
INV001511,1,,,Irregular
INV001512,5,104.5,195.0,High Risk / Stopped
INV001513,3,79.0,95.0,High Risk / Stopped
INV001514,7,51.833333333333336,72.0,Irregular
INV001515,4,129.66666666666666,253.0,High Risk / Stopped
INV001516,6,56.8,85.0,Irregular
INV001518,5,59.5,90.0,Irregular
INV001519,3,77.0,79.0,High Risk / Stopped
INV001520,1,,,Irregular
INV001521,5,88.0,207.0,High Risk / Stopped
INV001522,2,205.0,205.0,High Risk / Stopped
INV001524,5,95.25,210.0,High Risk / Stopped
INV001525,5,49.25,103.0,Irregular
INV001526,6,50.4,134.0,Irregular
INV001527,1,,,Irregular
INV001528,5,120.0,254.0,High Risk / Stopped
INV001529,1,,,Irregular
INV001530,7,64.66666666666667,122.0,High Risk / Stopped
INV001531,3,120.5,139.0,High Risk / Stopped
INV001532,7,56.833333333333336,101.0,Irregular
INV001534,5,112.0,213.0,High Risk / Stopped
INV001535,3,226.0,421.0,High Risk / Stopped
INV001536,7,69.0,189.0,High Risk / Stopped
INV001537,3,85.0,88.0,High Risk / Stopped
INV001538,4,131.0,175.0,High Risk / Stopped
INV001539,2,306.0,306.0,High Risk / Stopped
INV001540,4,138.33333333333334,325.0,High Risk / Stopped
INV001542,5,63.0,119.0,High Risk / Stopped
INV001543,2,252.0,252.0,High Risk / Stopped
INV001544,5,106.5,241.0,High Risk / Stopped
INV001545,6,92.8,208.0,High Risk / Stopped
INV001547,7,72.16666666666667,119.0,High Risk / Stopped
INV001548,6,80.6,197.0,High Risk / Stopped
INV001549,5,50.0,78.0,Irregular
INV001550,7,79.0,191.0,High Risk / Stopped
INV001551,6,61.8,131.0,High Risk / Stopped
INV001552,1,,,Irregular
INV001553,4,100.0,151.0,High Risk / Stopped
INV001554,2,5.0,5.0,Irregular
INV001555,2,199.0,199.0,High Risk / Stopped
INV001556,2,128.0,128.0,High Risk / Stopped
INV001557,2,371.0,371.0,High Risk / Stopped
INV001558,5,76.25,156.0,High Risk / Stopped
INV001560,3,214.0,400.0,High Risk / Stopped
INV001561,4,110.33333333333333,198.0,High Risk / Stopped
INV001562,10,44.22222222222222,146.0,Irregular
INV001563,1,,,Irregular
INV001564,8,55.714285714285715,157.0,Irregular
INV001566,3,153.0,256.0,High Risk / Stopped
INV001567,5,34.75,92.0,Irregular
INV001568,1,,,Irregular
INV001569,6,83.4,314.0,High Risk / Stopped
INV001570,2,304.0,304.0,High Risk / Stopped
INV001571,1,,,Irregular
INV001572,1,,,Irregular
INV001573,5,43.25,109.0,Irregular
INV001574,5,64.0,118.0,High Risk / Stopped
INV001575,4,111.66666666666667,155.0,High Risk / Stopped
INV001576,5,113.0,169.0,High Risk / Stopped
INV001577,1,,,Irregular
INV001578,1,,,Irregular
INV001579,7,75.0,193.0,High Risk / Stopped
INV001580,7,45.666666666666664,119.0,Irregular
INV001581,1,,,Irregular
INV001582,1,,,Irregular
INV001583,3,91.0,112.0,High Risk / Stopped
INV001584,3,47.5,62.0,Irregular
INV001585,6,56.6,182.0,Irregular
INV001586,4,89.33333333333333,164.0,High Risk / Stopped
INV001587,7,65.0,144.0,High Risk / Stopped
INV001588,3,74.5,101.0,High Risk / Stopped
INV001589,1,,,Irregular
INV001590,2,253.0,253.0,High Risk / Stopped
INV001591,2,69.0,69.0,High Risk / Stopped
INV001592,2,4.0,4.0,Irregular
INV001593,1,,,Irregular
INV001594,2,122.0,122.0,High Risk / Stopped
INV001595,4,131.66666666666666,194.0,High Risk / Stopped
INV001596,1,,,Irregular
INV001597,7,56.0,165.0,Irregular
INV001598,5,98.5,112.0,High Risk / Stopped
INV001599,6,58.2,133.0,Irregular
INV001600,2,260.0,260.0,High Risk / Stopped
INV001601,1,,,Irregular
INV001602,6,93.8,294.0,High Risk / Stopped
INV001603,7,54.5,93.0,Irregular
INV001604,2,72.0,72.0,High Risk / Stopped
INV001605,8,60.57142857142857,136.0,High Risk / Stopped
INV001606,7,67.66666666666667,148.0,High Risk / Stopped
INV001607,2,462.0,462.0,High Risk / Stopped
INV001608,5,69.25,117.0,High Risk / Stopped
INV001609,4,60.666666666666664,164.0,High Risk / Stopped
INV001611,5,70.25,160.0,High Risk / Stopped
INV001612,5,85.5,175.0,High Risk / Stopped
INV001613,1,,,Irregular
INV001614,2,27.0,27.0,Irregular
INV001615,3,154.0,230.0,High Risk / Stopped
INV001616,9,53.0,117.0,Irregular
INV001617,1,,,Irregular
INV001618,5,85.0,201.0,High Risk / Stopped
INV001619,3,175.0,226.0,High Risk / Stopped
INV001620,4,77.33333333333333,140.0,High Risk / Stopped
INV001621,3,167.0,232.0,High Risk / Stopped
INV001622,2,196.0,196.0,High Risk / Stopped
INV001623,6,92.0,188.0,High Risk / Stopped
INV001624,4,38.333333333333336,68.0,Irregular
INV001625,6,72.0,209.0,High Risk / Stopped
INV001626,2,244.0,244.0,High Risk / Stopped
INV001627,4,118.0,326.0,High Risk / Stopped
INV001628,8,51.714285714285715,139.0,Irregular
INV001629,7,67.5,82.0,High Risk / Stopped
INV001630,3,79.5,126.0,High Risk / Stopped
INV001631,6,57.0,101.0,Irregular
INV001633,1,,,Irregular
INV001634,1,,,Irregular
INV001635,2,200.0,200.0,High Risk / Stopped
INV001636,9,48.875,159.0,Irregular
INV001637,1,,,Irregular
INV001638,3,22.0,40.0,Irregular
INV001639,4,70.66666666666667,85.0,High Risk / Stopped
INV001640,5,21.0,48.0,Irregular
INV001641,6,88.4,168.0,High Risk / Stopped
INV001642,1,,,Irregular
INV001643,5,86.25,148.0,High Risk / Stopped
INV001644,6,65.6,89.0,High Risk / Stopped
INV001645,6,67.6,202.0,High Risk / Stopped
INV001646,3,129.0,250.0,High Risk / Stopped
INV001648,5,72.5,117.0,High Risk / Stopped
INV001649,10,51.666666666666664,120.0,Irregular
INV001650,3,123.0,193.0,High Risk / Stopped
INV001651,7,78.66666666666667,130.0,High Risk / Stopped
INV001652,4,99.33333333333333,149.0,High Risk / Stopped
INV001653,6,55.2,94.0,Irregular
INV001654,7,56.0,137.0,Irregular
INV001655,4,40.666666666666664,97.0,Irregular
INV001656,8,59.857142857142854,246.0,Irregular
INV001658,5,105.5,254.0,High Risk / Stopped
INV001659,2,41.0,41.0,Irregular
INV001660,4,131.33333333333334,253.0,High Risk / Stopped
INV001661,3,195.5,292.0,High Risk / Stopped
INV001662,6,60.2,147.0,High Risk / Stopped
INV001663,5,74.25,123.0,High Risk / Stopped
INV001664,1,,,Irregular
INV001665,3,116.5,125.0,High Risk / Stopped
INV001666,4,55.333333333333336,94.0,Irregular
INV001667,1,,,Irregular
INV001668,1,,,Irregular
INV001669,3,14.5,15.0,Irregular
INV001670,4,102.33333333333333,224.0,High Risk / Stopped
INV001671,4,124.0,346.0,High Risk / Stopped
INV001672,9,34.0,130.0,Consistent
INV001673,11,49.3,181.0,Irregular
INV001674,4,85.33333333333333,144.0,High Risk / Stopped
INV001676,1,,,Irregular
INV001677,2,380.0,380.0,High Risk / Stopped
INV001678,1,,,Irregular
INV001679,4,134.33333333333334,263.0,High Risk / Stopped
INV001680,9,58.875,200.0,Irregular
INV001681,2,330.0,330.0,High Risk / Stopped
INV001682,1,,,Irregular
INV001683,7,72.5,186.0,High Risk / Stopped
INV001684,3,153.0,240.0,High Risk / Stopped
INV001685,2,44.0,44.0,Irregular
INV001686,1,,,Irregular
INV001687,4,94.33333333333333,227.0,High Risk / Stopped
INV001688,3,181.0,279.0,High Risk / Stopped
INV001689,6,83.6,153.0,High Risk / Stopped
INV001690,7,81.16666666666667,114.0,High Risk / Stopped
INV001691,6,82.0,254.0,High Risk / Stopped
INV001692,2,34.0,34.0,Irregular
INV001693,3,156.0,257.0,High Risk / Stopped
INV001694,8,66.14285714285714,144.0,High Risk / Stopped
INV001695,5,42.75,82.0,Irregular
INV001696,4,146.33333333333334,243.0,High Risk / Stopped
INV001697,9,62.5,287.0,High Risk / Stopped
INV001698,1,,,Irregular
INV001699,6,83.2,183.0,High Risk / Stopped
INV001700,1,,,Irregular
INV001701,5,110.0,262.0,High Risk / Stopped
INV001702,1,,,Irregular
INV001703,1,,,Irregular
INV001705,4,58.0,85.0,Irregular
INV001706,5,94.0,269.0,High Risk / Stopped
INV001707,2,314.0,314.0,High Risk / Stopped
INV001708,3,171.0,327.0,High Risk / Stopped
INV001709,6,51.8,84.0,Irregular
INV001710,1,,,Irregular
INV001711,7,65.83333333333333,189.0,High Risk / Stopped
INV001712,6,66.6,144.0,High Risk / Stopped
INV001713,5,80.25,168.0,High Risk / Stopped
INV001714,3,133.0,247.0,High Risk / Stopped
INV001715,8,68.28571428571429,188.0,High Risk / Stopped
INV001716,4,75.66666666666667,113.0,High Risk / Stopped
INV001718,6,84.0,237.0,High Risk / Stopped
INV001719,3,103.5,121.0,High Risk / Stopped
INV001720,5,103.5,212.0,High Risk / Stopped
INV001721,4,139.33333333333334,208.0,High Risk / Stopped
INV001722,3,191.5,291.0,High Risk / Stopped
INV001723,3,22.5,27.0,Irregular
INV001724,7,69.66666666666667,134.0,High Risk / Stopped
INV001725,5,107.75,212.0,High Risk / Stopped
INV001726,1,,,Irregular
INV001727,3,145.0,244.0,High Risk / Stopped
INV001728,8,50.57142857142857,131.0,Irregular
INV001729,1,,,Irregular
INV001730,2,17.0,17.0,Irregular
INV001731,2,310.0,310.0,High Risk / Stopped
INV001732,4,153.66666666666666,256.0,High Risk / Stopped
INV001733,1,,,Irregular
INV001734,4,118.66666666666667,187.0,High Risk / Stopped
INV001735,5,118.5,234.0,High Risk / Stopped
INV001736,4,112.33333333333333,185.0,High Risk / Stopped
INV001737,7,56.833333333333336,191.0,Irregular
INV001738,9,47.5,153.0,Irregular
INV001739,9,52.5,96.0,Irregular
INV001740,5,107.25,206.0,High Risk / Stopped
INV001741,6,89.4,260.0,High Risk / Stopped
INV001742,5,51.75,111.0,Irregular
INV001743,3,36.0,67.0,Irregular
INV001744,7,78.5,155.0,High Risk / Stopped
INV001745,3,170.0,288.0,High Risk / Stopped
INV001746,5,66.75,186.0,High Risk / Stopped
INV001747,5,115.0,403.0,High Risk / Stopped
INV001748,3,101.0,199.0,High Risk / Stopped
INV001749,1,,,Irregular
INV001750,2,286.0,286.0,High Risk / Stopped
INV001751,4,45.333333333333336,67.0,Irregular
INV001752,7,69.33333333333333,170.0,High Risk / Stopped
INV001753,11,42.8,128.0,Irregular
INV001754,3,68.5,69.0,High Risk / Stopped
INV001757,8,55.57142857142857,121.0,Irregular
INV001758,4,84.66666666666667,135.0,High Risk / Stopped
INV001759,10,49.55555555555556,126.0,Irregular
INV001760,3,163.0,221.0,High Risk / Stopped
INV001761,1,,,Irregular
INV001762,4,75.0,93.0,High Risk / Stopped
INV001763,3,131.5,149.0,High Risk / Stopped
INV001764,3,147.5,256.0,High Risk / Stopped
INV001765,4,124.66666666666667,278.0,High Risk / Stopped
INV001766,2,166.0,166.0,High Risk / Stopped
INV001768,2,2.0,2.0,Irregular
INV001769,6,98.0,166.0,High Risk / Stopped
INV001770,5,57.0,166.0,Irregular
INV001771,1,,,Irregular
INV001772,6,95.0,184.0,High Risk / Stopped
INV001773,5,53.75,130.0,Irregular
INV001774,3,129.5,155.0,High Risk / Stopped
INV001775,8,29.142857142857142,65.0,Consistent
INV001776,1,,,Irregular
INV001777,9,57.625,156.0,Irregular
INV001778,8,63.57142857142857,283.0,High Risk / Stopped
INV001779,1,,,Irregular
INV001780,1,,,Irregular
INV001781,3,149.0,153.0,High Risk / Stopped
INV001782,4,55.333333333333336,99.0,Irregular
INV001783,4,88.33333333333333,156.0,High Risk / Stopped
INV001784,5,95.0,194.0,High Risk / Stopped
INV001785,3,202.0,383.0,High Risk / Stopped
INV001786,1,,,Irregular
INV001787,2,62.0,62.0,High Risk / Stopped
INV001788,3,50.0,93.0,Irregular
INV001789,2,110.0,110.0,High Risk / Stopped
INV001790,4,133.66666666666666,354.0,High Risk / Stopped
INV001791,3,137.0,204.0,High Risk / Stopped
INV001792,5,73.0,126.0,High Risk / Stopped
INV001793,1,,,Irregular
INV001794,5,70.75,224.0,High Risk / Stopped
INV001795,3,196.5,389.0,High Risk / Stopped
INV001796,3,34.0,54.0,Irregular
INV001797,7,79.66666666666667,132.0,High Risk / Stopped
INV001798,5,49.0,118.0,Irregular
INV001799,4,88.33333333333333,198.0,High Risk / Stopped
INV001800,7,49.666666666666664,132.0,Irregular
INV001801,5,85.75,128.0,High Risk / Stopped
INV001802,7,61.666666666666664,151.0,High Risk / Stopped
INV001803,6,59.0,127.0,Irregular
INV001804,8,55.857142857142854,126.0,Irregular
INV001805,4,57.333333333333336,100.0,Irregular
INV001806,8,60.0,209.0,Irregular
INV001809,6,95.6,249.0,High Risk / Stopped
INV001810,5,67.0,142.0,High Risk / Stopped
INV001811,9,54.25,196.0,Irregular
INV001813,3,140.0,191.0,High Risk / Stopped
INV001814,5,99.0,169.0,High Risk / Stopped
INV001815,4,44.333333333333336,90.0,Irregular
INV001816,4,51.0,76.0,Irregular
INV001817,1,,,Irregular
INV001818,1,,,Irregular
INV001819,2,189.0,189.0,High Risk / Stopped
INV001820,4,135.0,178.0,High Risk / Stopped
INV001821,3,167.0,293.0,High Risk / Stopped
INV001822,6,19.8,43.0,Consistent
INV001823,8,58.142857142857146,172.0,Irregular
INV001824,1,,,Irregular
INV001825,4,88.0,155.0,High Risk / Stopped
INV001826,6,51.2,128.0,Irregular
INV001827,5,118.75,234.0,High Risk / Stopped
INV001828,8,44.42857142857143,91.0,Irregular
INV001829,4,106.66666666666667,170.0,High Risk / Stopped
INV001830,3,99.0,112.0,High Risk / Stopped
INV001831,6,72.8,181.0,High Risk / Stopped
INV001832,4,78.66666666666667,128.0,High Risk / Stopped
INV001833,5,62.75,163.0,High Risk / Stopped
INV001834,4,110.66666666666667,178.0,High Risk / Stopped
INV001835,5,55.5,61.0,Irregular
INV001836,5,67.75,112.0,High Risk / Stopped
INV001837,7,62.833333333333336,157.0,High Risk / Stopped
INV001838,1,,,Irregular
INV001839,3,201.0,391.0,High Risk / Stopped
INV001840,1,,,Irregular
INV001841,6,56.2,129.0,Irregular
INV001842,4,142.0,248.0,High Risk / Stopped
INV001843,4,113.66666666666667,178.0,High Risk / Stopped
INV001844,2,362.0,362.0,High Risk / Stopped
INV001845,3,207.0,255.0,High Risk / Stopped
INV001846,3,99.5,183.0,High Risk / Stopped
INV001847,2,219.0,219.0,High Risk / Stopped
INV001848,4,160.33333333333334,270.0,High Risk / Stopped
INV001849,4,136.66666666666666,169.0,High Risk / Stopped
INV001850,2,227.0,227.0,High Risk / Stopped
INV001851,4,109.66666666666667,223.0,High Risk / Stopped
INV001852,4,112.33333333333333,187.0,High Risk / Stopped
INV001853,8,47.42857142857143,95.0,Irregular
INV001854,1,,,Irregular
INV001855,2,159.0,159.0,High Risk / Stopped
INV001856,4,125.0,321.0,High Risk / Stopped
INV001857,4,150.33333333333334,310.0,High Risk / Stopped
INV001858,8,55.142857142857146,261.0,Irregular
INV001859,3,196.0,197.0,High Risk / Stopped
INV001860,2,494.0,494.0,High Risk / Stopped
INV001861,5,51.25,96.0,Irregular
INV001862,1,,,Irregular
INV001863,2,3.0,3.0,Irregular
INV001865,7,63.5,145.0,High Risk / Stopped
INV001866,6,58.8,117.0,Irregular
INV001867,4,143.33333333333334,350.0,High Risk / Stopped
INV001868,4,116.0,181.0,High Risk / Stopped
INV001869,1,,,Irregular
INV001870,7,76.0,164.0,High Risk / Stopped
INV001871,7,55.0,101.0,Irregular
INV001872,3,152.0,246.0,High Risk / Stopped
INV001873,3,68.5,83.0,High Risk / Stopped
INV001874,4,105.0,203.0,High Risk / Stopped
INV001875,2,49.0,49.0,Irregular
INV001876,3,129.5,235.0,High Risk / Stopped
INV001877,5,82.25,123.0,High Risk / Stopped
INV001878,2,3.0,3.0,Irregular
INV001879,5,117.0,202.0,High Risk / Stopped
INV001880,5,60.75,119.0,High Risk / Stopped
INV001881,5,58.25,120.0,Irregular
INV001882,3,110.5,113.0,High Risk / Stopped
INV001883,6,99.2,203.0,High Risk / Stopped
INV001885,6,71.2,128.0,High Risk / Stopped
INV001886,9,50.75,129.0,Irregular
INV001887,3,234.0,430.0,High Risk / Stopped
INV001888,5,70.5,139.0,High Risk / Stopped
INV001890,6,102.6,207.0,High Risk / Stopped
INV001891,6,96.4,261.0,High Risk / Stopped
INV001892,3,174.5,207.0,High Risk / Stopped
INV001893,5,68.25,132.0,High Risk / Stopped
INV001895,1,,,Irregular
INV001896,4,77.33333333333333,145.0,High Risk / Stopped
INV001897,3,81.5,101.0,High Risk / Stopped
INV001899,5,113.5,214.0,High Risk / Stopped
INV001900,5,75.0,146.0,High Risk / Stopped
INV001901,1,,,Irregular
INV001902,1,,,Irregular
INV001903,5,62.5,190.0,High Risk / Stopped
INV001904,1,,,Irregular
INV001905,4,100.66666666666667,185.0,High Risk / Stopped
INV001906,3,97.0,111.0,High Risk / Stopped
INV001908,1,,,Irregular
INV001909,8,62.142857142857146,121.0,High Risk / Stopped
INV001910,1,,,Irregular
INV001911,3,45.0,86.0,Irregular
INV001912,6,86.4,256.0,High Risk / Stopped
INV001913,4,67.33333333333333,156.0,High Risk / Stopped
INV001914,4,126.66666666666667,198.0,High Risk / Stopped
INV001915,2,228.0,228.0,High Risk / Stopped
INV001916,5,103.25,212.0,High Risk / Stopped
INV001917,3,88.5,94.0,High Risk / Stopped
INV001918,1,,,Irregular
INV001919,1,,,Irregular
